episode,reward,steps,final_level,win
1050,279.42999999999995,776,15,1
1051,279.65999999999997,634,15,1
1052,279.5,580,15,1
1053,279.95,575,15,1
1054,279.95,555,15,1
1055,199.43,735,15,1
1056,199.95,617,15,1
1057,-10.65,357,2,0
1058,279.42999999999995,566,15,1
1059,-10.29,276,3,0
1060,279.7,861,15,1
1061,279.59,463,15,1
1062,-10.65,226,2,0
1063,69.53000000000002,482,2,0
1064,69.56,393,4,0
1065,-10.65,695,7,0
1066,-10.32,249,2,0
1067,199.43,663,15,1
1068,379.46999999999997,498,15,1
1069,199.95,558,15,1
1070,279.95,604,15,1
1071,69.62,416,2,0
1072,279.42999999999995,550,15,1
1073,279.42999999999995,914,15,1
1074,279.42999999999995,769,15,1
1075,279.42999999999995,542,15,1
1076,379.40999999999997,492,15,1
1077,-10.62,326,2,0
1078,-10.65,345,2,0
1079,69.80000000000001,362,2,0
1080,579.52,491,15,1
1081,279.42999999999995,1019,15,1
1082,279.42999999999995,500,15,1
1083,279.86,640,15,1
1084,-10.15,321,2,0
1085,279.42999999999995,868,15,1
1086,-10.65,243,3,0
1087,199.43,836,15,1
1088,69.35000000000001,772,9,0
1089,279.54999999999995,562,15,1
1090,-10.22,331,2,0
1091,379.95,728,15,1
1092,199.48000000000002,779,15,1
1093,279.42999999999995,792,15,1
1094,-10.65,556,3,0
1095,279.42999999999995,791,15,1
1096,279.42999999999995,717,15,1
1097,279.58,761,15,1
1098,279.86,456,15,1
1099,199.43,564,15,1
1100,199.68,547,15,1
1101,199.43,851,15,1
1102,199.75,594,15,1
1103,379.40999999999997,717,15,1
1104,-10.65,773,13,0
1105,279.42999999999995,921,15,1
1106,199.43,517,15,1
1107,199.43,750,15,1
1108,-10.65,747,8,0
1109,279.42999999999995,650,15,1
1110,279.42999999999995,918,15,1
1111,279.42999999999995,484,15,1
1112,-10.45,249,2,0
1113,379.40999999999997,764,15,1
1114,279.42999999999995,944,15,1
1115,379.40999999999997,883,15,1
1116,199.43,998,15,1
1117,279.42999999999995,874,15,1
1118,279.42999999999995,789,15,1
1119,199.95,597,15,1
1120,279.95,603,15,1
1121,279.59,735,15,1
1122,199.43,571,15,1
1123,-10.15,600,8,0
1124,-10.38,260,2,0
1125,479.89,482,15,1
1126,279.42999999999995,929,15,1
1127,199.43,681,15,1
1128,199.43,826,15,1
1129,199.95,429,15,1
1130,-10.65,433,9,0
1131,-10.56,310,2,0
1132,199.43,1031,15,1
1133,-10.65,721,9,0
1134,279.95,553,15,1
1135,279.42999999999995,1272,15,1
1136,279.42999999999995,477,15,1
1137,279.42999999999995,592,15,1
1138,-10.62,413,3,0
1139,279.42999999999995,738,15,1
1140,479.95,670,15,1
1141,199.55,847,15,1
1142,-10.65,366,2,0
1143,279.52,1152,15,1
1144,-10.65,260,2,0
1145,279.95,985,15,1
1146,279.95,763,15,1
1147,279.5,945,15,1
1148,279.42999999999995,750,15,1
1149,279.42999999999995,555,15,1
1150,279.5,750,15,1
1151,-10.65,213,2,0
1152,279.95,793,15,1
1153,69.85000000000001,466,4,0
1154,-10.15,532,9,0
1155,279.95,547,15,1
1156,279.72,523,15,1
1157,279.95,622,15,1
1158,279.95,809,15,1
1159,279.84,971,15,1
1160,279.95,611,15,1
1161,279.9,774,15,1
1162,379.40999999999997,805,15,1
1163,279.77,628,15,1
1164,199.43,794,15,1
1165,-10.44,254,2,0
1166,279.66999999999996,417,15,1
1167,279.42999999999995,742,15,1
1168,379.55,532,15,1
1169,279.46,579,15,1
1170,199.43,538,15,1
1171,279.82,733,15,1
1172,379.75,618,15,1
1173,199.43,503,15,1
1174,279.95,698,15,1
1175,279.42999999999995,705,15,1
1176,-10.15,242,2,0
1177,379.95,623,15,1
1178,279.95,576,15,1
1179,279.95,541,15,1
1180,279.95,644,15,1
1181,279.49,556,15,1
1182,-10.15,619,6,0
1183,199.43,809,15,1
1184,279.63,604,15,1
1185,199.95,608,15,1
1186,279.95,651,15,1
1187,279.59,802,15,1
1188,279.84,605,15,1
1189,169.95,267,3,0
1190,279.95,526,15,1
1191,279.95,595,15,1
1192,-10.15,342,4,0
1193,279.42999999999995,772,15,1
1194,279.95,664,15,1
1195,279.65,573,15,1
1196,279.95,887,15,1
1197,199.95,608,15,1
1198,199.43,763,15,1
1199,279.89,624,15,1
1200,-10.15,236,2,0
1201,279.42999999999995,520,15,1
1202,379.59,580,15,1
1203,279.95,649,15,1
1204,-10.15,648,4,0
1205,279.95,687,15,1
1206,379.40999999999997,609,15,1
1207,279.78999999999996,567,15,1
1208,279.42999999999995,517,15,1
1209,199.92000000000002,510,15,1
1210,279.56,503,15,1
1211,279.7,755,15,1
1212,279.42999999999995,475,15,1
1213,199.92000000000002,914,15,1
1214,379.40999999999997,997,15,1
1215,279.42999999999995,1088,15,1
1216,-10.38,530,3,0
1217,-10.44,216,2,0
1218,-10.53,392,3,0
1219,199.43,593,15,1
1220,-10.65,668,5,0
1221,199.76999999999998,714,15,1
1222,199.43,522,15,1
1223,379.40999999999997,523,15,1
1224,279.95,904,15,1
1225,-10.65,304,2,0
1226,279.42999999999995,718,15,1
1227,279.89,606,15,1
1228,279.59,839,15,1
1229,279.42999999999995,710,15,1
1230,379.71999999999997,715,15,1
1231,-10.65,539,12,0
1232,199.43,854,15,1
1233,279.52,971,15,1
1234,279.95,582,15,1
1235,279.95,601,15,1
1236,279.95,627,15,1
1237,-10.15,283,2,0
1238,279.95,554,15,1
1239,199.95,510,15,1
1240,279.87,541,15,1
1241,279.42999999999995,586,15,1
1242,279.42999999999995,995,15,1
1243,-10.38,288,2,0
1244,279.42999999999995,564,15,1
1245,279.58,537,15,1
1246,279.95,604,15,1
1247,199.43,581,15,1
1248,199.95,617,15,1
1249,479.95,528,15,1
1250,279.95,743,15,1
1251,279.75,587,15,1
1252,-10.47,260,2,0
1253,379.40999999999997,617,15,1
1254,279.95,503,15,1
1255,279.95,717,15,1
1256,199.44,532,15,1
1257,279.42999999999995,792,15,1
1258,199.64,641,15,1
1259,-10.15,261,2,0
1260,279.95,739,15,1
1261,279.95,811,15,1
1262,379.84,550,15,1
1263,279.95,628,15,1
1264,279.95,726,15,1
1265,-10.65,377,2,0
1266,279.95,898,15,1
1267,199.95,729,15,1
1268,279.95,642,15,1
1269,279.95,664,15,1
1270,199.76999999999998,911,15,1
1271,279.82,626,15,1
1272,279.95,600,15,1
1273,279.42999999999995,674,15,1
1274,279.42999999999995,522,15,1
1275,279.42999999999995,803,15,1
1276,279.82,698,15,1
1277,279.95,700,15,1
1278,279.42999999999995,806,15,1
1279,199.95,527,15,1
1280,279.95,564,15,1
1281,199.95,595,15,1
1282,199.95,586,15,1
1283,279.42999999999995,586,15,1
1284,199.95,798,15,1
1285,-10.65,346,2,0
1286,279.95,446,15,1
1287,379.75,741,15,1
1288,279.51,609,15,1
1289,279.95,755,15,1
1290,199.43,744,15,1
1291,279.90999999999997,851,15,1
1292,279.42999999999995,509,15,1
1293,-10.15,383,2,0
1294,-10.65,456,6,0
1295,-10.45,403,2,0
1296,-10.65,582,7,0
1297,69.85000000000001,321,3,0
1298,-10.15,248,3,0
1299,379.92,464,15,1
1300,199.57999999999998,468,15,1
1301,69.71000000000001,504,6,0
1302,-10.65,191,2,0
1303,-10.65,378,2,0
1304,-10.15,589,8,0
1305,-10.15,252,2,0
1306,-10.65,404,2,0
1307,379.95,553,15,1
1308,279.95,627,15,1
1309,279.95,569,15,1
1310,-10.62,700,11,0
1311,199.60000000000002,640,15,1
1312,279.95,1170,15,1
1313,279.58,635,15,1
1314,279.42999999999995,770,15,1
1315,199.43,517,15,1
1316,279.90999999999997,913,15,1
1317,279.9,952,15,1
1318,-10.62,337,3,0
1319,279.95,653,15,1
1320,-10.62,410,2,0
1321,279.46,773,15,1
1322,-10.65,738,10,0
1323,279.95,705,15,1
1324,379.95,675,15,1
1325,379.95,746,15,1
1326,-10.15,202,2,0
1327,-10.15,412,6,0
1328,199.95,755,15,1
1329,379.95,717,15,1
1330,279.95,588,15,1
1331,199.51999999999998,838,15,1
1332,199.95,655,15,1
1333,279.78,514,15,1
1334,379.95,518,15,1
1335,279.95,625,15,1
1336,279.95,874,15,1
1337,279.95,582,15,1
1338,199.95,792,15,1
1339,279.42999999999995,683,15,1
1340,279.77,687,15,1
1341,279.95,722,15,1
1342,279.54999999999995,585,15,1
1343,279.95,985,15,1
1344,-10.56,660,9,0
1345,-10.65,953,7,0
1346,279.95,977,15,1
1347,279.95,710,15,1
1348,279.95,540,15,1
1349,379.95,762,15,1
1350,379.40999999999997,825,15,1
1351,279.95,843,15,1
1352,199.95,652,15,1
1353,-10.5,241,2,0
1354,279.95,600,15,1
1355,279.95,616,15,1
1356,279.95,628,15,1
1357,279.95,546,15,1
1358,279.95,352,15,1
1359,199.95,696,15,1
1360,279.95,937,15,1
1361,279.95,990,15,1
1362,279.95,409,15,1
1363,279.95,535,15,1
1364,-10.15,314,3,0
1365,279.95,562,15,1
1366,279.95,866,15,1
1367,279.95,576,15,1
1368,279.95,700,15,1
1369,199.95,558,15,1
1370,279.42999999999995,786,15,1
1371,279.42999999999995,563,15,1
1372,199.43,530,15,1
1373,279.95,677,15,1
1374,279.95,639,15,1
1375,279.95,891,15,1
1376,279.95,630,15,1
1377,279.95,680,15,1
1378,199.95,671,15,1
1379,279.95,550,15,1
1380,-10.15,407,2,0
1381,279.42999999999995,706,15,1
1382,279.95,612,15,1
1383,-10.27,229,2,0
1384,279.95,482,15,1
1385,279.42999999999995,478,15,1
1386,-10.15,390,4,0
1387,279.95,543,15,1
1388,199.82999999999998,1031,15,1
1389,279.42999999999995,576,15,1
1390,-10.15,255,2,0
1391,69.35000000000001,695,12,0
1392,69.85000000000001,464,4,0
1393,279.95,592,15,1
1394,479.95,687,15,1
1395,279.49,542,15,1
1396,279.94,532,15,1
1397,279.42999999999995,813,15,1
1398,-10.59,320,2,0
1399,-10.15,311,2,0
1400,279.42999999999995,599,15,1
1401,-10.44,351,2,0
1402,199.43,571,15,1
1403,279.42999999999995,517,15,1
1404,279.42999999999995,945,15,1
1405,199.43,848,15,1
1406,-10.15,396,3,0
1407,479.39,835,15,1
1408,-10.65,375,4,0
1409,579.91,597,15,1
1410,279.42999999999995,595,15,1
1411,279.42999999999995,649,15,1
1412,279.42999999999995,838,15,1
1413,279.42999999999995,650,15,1
1414,199.43,814,15,1
1415,279.95,563,15,1
1416,-10.15,573,8,0
1417,-10.29,422,2,0
1418,-10.65,312,2,0
1419,199.95,736,15,1
1420,-10.65,644,11,0
1421,-10.56,633,4,0
1422,279.69,787,15,1
1423,279.95,651,15,1
1424,199.43,632,15,1
1425,199.95,604,15,1
1426,279.42999999999995,476,15,1
1427,279.42999999999995,1091,15,1
1428,279.95,580,15,1
1429,-10.15,676,5,0
1430,-10.65,427,3,0
1431,379.95,659,15,1
1432,379.8,562,15,1
1433,279.95,549,15,1
1434,279.95,565,15,1
1435,-10.15,276,2,0
1436,279.95,484,15,1
1437,279.95,582,15,1
1438,279.73,540,15,1
1439,279.42999999999995,547,15,1
1440,-10.15,303,3,0
1441,-10.15,383,2,0
1442,379.40999999999997,860,15,1
1443,279.62,625,15,1
1444,279.42999999999995,520,15,1
1445,199.43,558,15,1
1446,379.59999999999997,576,15,1
1447,-10.65,275,2,0
1448,279.95,610,15,1
1449,279.46,717,15,1
1450,-10.65,379,2,0
1451,-10.65,491,3,0
1452,199.95,582,15,1
1453,279.42999999999995,560,15,1
1454,-10.15,271,2,0
1455,279.45,737,15,1
1456,279.42999999999995,904,15,1
1457,199.95,601,15,1
1458,199.43,507,15,1
1459,279.69,698,15,1
1460,279.74,680,15,1
1461,279.54999999999995,724,15,1
1462,279.95,934,15,1
1463,279.42999999999995,517,15,1
1464,-10.21,550,8,0
1465,199.74,628,15,1
1466,279.42999999999995,584,15,1
1467,-10.65,290,2,0
1468,479.95,565,15,1
1469,279.95,788,15,1
1470,279.56,796,15,1
1471,199.43,767,15,1
1472,199.43,586,15,1
1473,279.42999999999995,644,15,1
1474,199.43,850,15,1
1475,279.42999999999995,625,15,1
1476,199.43,794,15,1
1477,199.95,519,15,1
1478,199.43,615,15,1
1479,199.95,610,15,1
1480,379.40999999999997,352,15,1
1481,-10.65,210,2,0
1482,379.40999999999997,901,15,1
1483,279.42999999999995,737,15,1
1484,199.43,697,15,1
1485,279.42999999999995,803,15,1
1486,199.92000000000002,520,15,1
1487,199.43,532,15,1
1488,-10.15,413,5,0
1489,279.95,569,15,1
1490,199.43,824,15,1
1491,279.42999999999995,751,15,1
1492,279.95,615,15,1
1493,69.85000000000001,335,3,0
1494,279.88,523,15,1
1495,279.87,598,15,1
1496,379.82,625,15,1
1497,199.48000000000002,536,15,1
1498,-10.15,423,2,0
1499,279.42999999999995,748,15,1
1500,379.40999999999997,655,15,1
1501,279.42999999999995,833,15,1
1502,-10.25,463,5,0
1503,379.46999999999997,635,15,1
1504,-10.65,212,2,0
1505,279.95,528,15,1
1506,279.95,816,15,1
1507,379.40999999999997,616,15,1
1508,-10.65,217,2,0
1509,279.79999999999995,415,15,1
1510,279.95,778,15,1
1511,279.42999999999995,711,15,1
1512,279.95,689,15,1
1513,279.42999999999995,820,15,1
1514,279.95,576,15,1
1515,199.79000000000002,765,15,1
1516,-10.15,293,2,0
1517,199.43,845,15,1
1518,279.56,710,15,1
1519,279.95,699,15,1
1520,-10.15,317,4,0
1521,-10.15,371,3,0
1522,-10.65,384,2,0
1523,-10.65,826,10,0
1524,279.95,619,15,1
1525,279.63,701,15,1
1526,-10.2,326,2,0
1527,199.51999999999998,877,15,1
1528,69.35000000000001,435,4,0
1529,279.42999999999995,837,15,1
1530,279.42999999999995,698,15,1
1531,-10.65,739,5,0
1532,379.40999999999997,577,15,1
1533,279.95,572,15,1
1534,279.95,1040,15,1
1535,279.95,685,15,1
1536,279.95,595,15,1
1537,-10.2,240,2,0
1538,279.95,504,15,1
1539,379.95,650,15,1
1540,279.7,469,15,1
1541,199.95,639,15,1
1542,279.42999999999995,696,15,1
1543,479.39,488,15,1
1544,-10.15,261,3,0
1545,379.40999999999997,520,15,1
1546,199.95,542,15,1
1547,279.73,746,15,1
1548,279.87,703,15,1
1549,279.95,771,15,1
1550,279.74,439,15,1
1551,199.43,687,15,1
1552,379.95,867,15,1
1553,279.95,809,15,1
1554,279.78,624,15,1
1555,279.42999999999995,580,15,1
1556,279.42999999999995,479,15,1
1557,279.73,465,15,1
1558,-10.44,357,2,0
1559,-10.15,297,3,0
1560,279.44,821,15,1
1561,-10.15,204,2,0
1562,-10.15,638,7,0
1563,279.78,651,15,1
1564,379.95,489,15,1
1565,379.95,761,15,1
1566,-10.59,610,3,0
1567,279.95,616,15,1
1568,279.95,742,15,1
1569,199.43,509,15,1
1570,-10.15,540,11,0
1571,199.43,513,15,1
1572,69.35000000000001,418,7,0
1573,199.56,527,15,1
1574,-10.65,1280,12,0
1575,-10.65,305,2,0
1576,279.42999999999995,572,15,1
1577,-10.15,660,10,0
1578,279.88,1125,15,1
1579,279.95,692,15,1
1580,-10.26,297,2,0
1581,-10.53,255,2,0
1582,-10.15,425,6,0
1583,279.95,673,15,1
1584,279.63,576,15,1
1585,379.49,591,15,1
1586,279.95,738,15,1
1587,279.95,594,15,1
1588,199.57,563,15,1
1589,-10.15,275,2,0
1590,279.95,609,15,1
1591,279.42999999999995,902,15,1
1592,199.95,573,15,1
1593,379.40999999999997,619,15,1
1594,-10.62,598,10,0
1595,199.47,553,15,1
1596,199.43,515,15,1
1597,-10.65,277,2,0
1598,379.40999999999997,452,15,1
1599,-10.15,258,2,0
1600,-10.41,577,7,0
1601,279.95,797,15,1
1602,279.95,597,15,1
1603,-10.65,730,11,0
1604,379.5,750,15,1
1605,279.95,602,15,1
1606,-10.62,394,3,0
1607,199.72,405,15,1
1608,479.88,708,15,1
1609,279.46,861,15,1
1610,279.95,601,15,1
1611,279.71,708,15,1
1612,279.6,576,15,1
1613,199.63,458,15,1
1614,279.95,498,15,1
1615,199.95,655,15,1
1616,279.87,621,15,1
1617,-10.15,235,2,0
1618,199.95,531,15,1
1619,279.95,629,15,1
1620,379.49,747,15,1
1621,199.95,565,15,1
1622,-10.15,223,2,0
1623,279.95,603,15,1
1624,199.43,429,15,1
1625,199.76999999999998,699,15,1
1626,279.95,466,15,1
1627,279.42999999999995,741,15,1
1628,279.42999999999995,554,15,1
1629,279.73,596,15,1
1630,279.95,713,15,1
1631,-10.56,311,2,0
1632,279.95,605,15,1
1633,279.95,594,15,1
1634,-10.15,652,11,0
1635,279.44,922,15,1
1636,279.61,598,15,1
1637,379.95,643,15,1
1638,-10.32,354,2,0
1639,199.95,596,15,1
1640,199.92000000000002,669,15,1
1641,-10.35,258,2,0
1642,279.42999999999995,765,15,1
1643,-10.65,820,11,0
1644,379.58,799,15,1
1645,279.95,508,15,1
1646,-10.15,298,2,0
1647,199.95,823,15,1
1648,-10.15,250,2,0
1649,-10.65,632,6,0
1650,199.95,712,15,1
1651,279.95,686,15,1
1652,69.35000000000001,471,3,0
1653,279.42999999999995,771,15,1
1654,279.46,813,15,1
1655,279.58,742,15,1
1656,279.95,537,15,1
1657,-10.29,780,9,0
1658,279.95,587,15,1
1659,379.40999999999997,737,15,1
1660,279.42999999999995,510,15,1
1661,-10.44,291,2,0
1662,279.42999999999995,817,15,1
1663,-10.65,213,2,0
1664,379.65,919,15,1
1665,279.42999999999995,591,15,1
1666,279.72,653,15,1
1667,279.87,482,15,1
1668,279.95,579,15,1
1669,199.43,715,15,1
1670,279.95,627,15,1
1671,279.42999999999995,508,15,1
1672,-10.62,499,7,0
1673,279.42999999999995,770,15,1
1674,279.89,512,15,1
1675,279.5,799,15,1
1676,279.42999999999995,588,15,1
1677,-10.15,689,2,0
1678,279.42999999999995,499,15,1
1679,379.40999999999997,739,15,1
1680,279.5,842,15,1
1681,279.95,639,15,1
1682,279.42999999999995,588,15,1
1683,279.95,656,15,1
1684,279.42999999999995,764,15,1
1685,279.42999999999995,582,15,1
1686,279.42999999999995,624,15,1
1687,279.85,510,15,1
1688,279.42999999999995,780,15,1
1689,279.95,693,15,1
1690,199.56,433,15,1
1691,199.51999999999998,844,15,1
1692,-10.15,298,2,0
1693,-10.52,249,2,0
1694,279.42999999999995,676,15,1
1695,-10.15,318,2,0
1696,379.40999999999997,755,15,1
1697,-10.65,494,4,0
1698,279.42999999999995,798,15,1
1699,-10.35,592,10,0
1700,279.42999999999995,485,15,1
1701,199.43,610,15,1
1702,199.43,671,15,1
1703,279.53999999999996,547,15,1
1704,-10.17,290,2,0
1705,279.42999999999995,485,15,1
1706,379.69,507,15,1
1707,279.6,496,15,1
1708,279.42999999999995,567,15,1
1709,279.42999999999995,773,15,1
1710,279.42999999999995,545,15,1
1711,-10.65,675,8,0
1712,279.42999999999995,606,15,1
1713,199.53,561,15,1
1714,279.42999999999995,893,15,1
1715,379.40999999999997,619,15,1
1716,279.42999999999995,685,15,1
1717,279.95,587,15,1
1718,69.59,387,2,0
1719,279.95,670,15,1
1720,199.95,580,15,1
1721,279.95,597,15,1
1722,279.42999999999995,448,15,1
1723,279.42999999999995,554,15,1
1724,-10.62,365,2,0
1725,279.42999999999995,693,15,1
1726,279.42999999999995,804,15,1
1727,279.95,909,15,1
1728,279.42999999999995,617,15,1
1729,199.91,697,15,1
1730,279.84,614,15,1
1731,279.95,621,15,1
1732,-10.65,665,4,0
1733,-10.15,349,2,0
1734,279.54999999999995,716,15,1
1735,279.95,572,15,1
1736,-10.62,245,2,0
1737,379.40999999999997,846,15,1
1738,279.95,934,15,1
1739,479.95,577,15,1
1740,279.95,657,15,1
1741,279.46,648,15,1
1742,279.95,560,15,1
1743,-10.15,658,11,0
1744,379.83,524,15,1
1745,199.95,601,15,1
1746,279.95,704,15,1
1747,279.89,922,15,1
1748,199.43,508,15,1
1749,279.42999999999995,598,15,1
1750,379.95,531,15,1
1751,279.42999999999995,565,15,1
1752,169.95,363,5,0
1753,379.40999999999997,562,15,1
1754,-10.15,621,9,0
1755,199.95,696,15,1
1756,-10.15,365,2,0
1757,199.95,798,15,1
1758,-10.65,336,2,0
1759,379.44,778,15,1
1760,279.95,866,15,1
1761,379.95,569,15,1
1762,279.49,698,15,1
1763,279.95,696,15,1
1764,279.95,723,15,1
1765,199.95,408,15,1
1766,279.95,505,15,1
1767,199.95,506,15,1
1768,279.95,701,15,1
1769,-10.65,983,13,0
1770,279.95,708,15,1
1771,199.95,815,15,1
1772,279.61,861,15,1
1773,279.42999999999995,606,15,1
1774,279.95,796,15,1
1775,199.9,595,15,1
1776,279.42999999999995,625,15,1
1777,279.95,527,15,1
1778,279.42999999999995,550,15,1
1779,379.40999999999997,727,15,1
1780,279.54999999999995,730,15,1
1781,279.42999999999995,636,15,1
1782,279.42999999999995,900,15,1
1783,199.43,657,15,1
1784,479.95,687,15,1
1785,379.40999999999997,525,15,1
1786,-10.23,387,2,0
1787,279.95,865,15,1
1788,279.95,768,15,1
1789,279.95,735,15,1
1790,279.95,823,15,1
1791,-10.15,301,2,0
1792,279.95,603,15,1
1793,-10.65,953,6,0
1794,-10.65,447,4,0
1795,479.39,600,15,1
1796,-10.62,751,12,0
1797,279.59,585,15,1
1798,-10.65,343,2,0
1799,-10.21,378,8,0
1800,199.95,806,15,1
1801,479.94,884,15,1
1802,279.95,607,15,1
1803,279.95,575,15,1
1804,279.77,551,15,1
1805,279.42999999999995,538,15,1
1806,279.95,716,15,1
1807,279.95,556,15,1
1808,199.95,618,15,1
1809,199.43,709,15,1
1810,279.42999999999995,599,15,1
1811,199.43,541,15,1
1812,279.95,532,15,1
1813,199.95,527,15,1
1814,-10.65,348,2,0
1815,279.95,606,15,1
1816,279.95,404,15,1
1817,279.95,563,15,1
1818,279.42999999999995,562,15,1
1819,199.95,538,15,1
1820,279.42999999999995,811,15,1
1821,279.42999999999995,579,15,1
1822,279.49,673,15,1
1823,279.71,454,15,1
1824,279.95,581,15,1
1825,199.95,686,15,1
1826,379.68,674,15,1
1827,279.95,532,15,1
1828,69.56,546,11,0
1829,279.71,626,15,1
1830,279.95,558,15,1
1831,279.95,550,15,1
1832,479.51,745,15,1
1833,279.95,673,15,1
1834,279.95,547,15,1
1835,279.95,580,15,1
1836,279.95,612,15,1
1837,379.59,988,15,1
1838,379.95,517,15,1
1839,279.95,515,15,1
1840,-10.15,269,2,0
1841,-10.15,244,2,0
1842,279.95,675,15,1
1843,-10.15,221,2,0
1844,-10.65,256,2,0
1845,279.95,702,15,1
1846,-10.15,332,2,0
1847,279.42999999999995,441,15,1
1848,279.95,630,15,1
1849,279.44,563,15,1
1850,379.46999999999997,671,15,1
1851,279.95,598,15,1
1852,199.43,669,15,1
1853,279.95,482,15,1
1854,379.89,499,15,1
1855,279.95,663,15,1
1856,279.42999999999995,674,15,1
1857,279.42999999999995,809,15,1
1858,279.53,591,15,1
1859,279.42999999999995,628,15,1
1860,279.95,595,15,1
1861,-10.56,584,3,0
1862,279.95,531,15,1
1863,199.95,714,15,1
1864,279.42999999999995,610,15,1
1865,279.95,568,15,1
1866,-10.15,257,2,0
1867,379.90999999999997,745,15,1
1868,279.61,492,15,1
1869,279.42999999999995,659,15,1
1870,379.58,858,15,1
1871,199.95,867,15,1
1872,279.95,592,15,1
1873,-10.15,306,2,0
1874,-10.38,611,6,0
1875,279.95,547,15,1
1876,279.72,566,15,1
1877,279.42999999999995,812,15,1
1878,379.95,698,15,1
1879,69.85000000000001,563,5,0
1880,279.42999999999995,582,15,1
1881,-10.35,276,2,0
1882,279.56,573,15,1
1883,279.42999999999995,702,15,1
1884,-10.15,268,2,0
1885,279.95,738,15,1
1886,279.5,684,15,1
1887,-10.15,344,3,0
1888,199.95,532,15,1
1889,199.62,746,15,1
1890,-10.15,292,2,0
1891,279.95,536,15,1
1892,199.95,648,15,1
1893,279.95,601,15,1
1894,279.95,544,15,1
1895,279.95,611,15,1
1896,279.42999999999995,522,15,1
1897,279.95,849,15,1
1898,279.95,546,15,1
1899,199.54000000000002,589,15,1
1900,379.95,594,15,1
1901,199.95,627,15,1
1902,279.95,724,15,1
1903,279.95,593,15,1
1904,199.43,530,15,1
1905,279.42999999999995,961,15,1
1906,279.84,752,15,1
1907,279.42999999999995,625,15,1
1908,479.39,481,15,1
1909,199.95,688,15,1
1910,-10.15,443,2,0
1911,-10.15,242,2,0
1912,-10.47,224,2,0
1913,199.95,694,15,1
1914,-10.65,359,2,0
1915,279.69,650,15,1
1916,199.71,470,15,1
1917,199.95,517,15,1
1918,-10.15,555,8,0
1919,279.95,809,15,1
1920,-10.15,755,10,0
1921,379.5,805,15,1
1922,199.95,799,15,1
1923,279.46,488,15,1
1924,279.42999999999995,736,15,1
1925,279.95,722,15,1
1926,199.43,602,15,1
1927,199.43,634,15,1
1928,279.42999999999995,853,15,1
1929,199.95,785,15,1
1930,199.95,851,15,1
1931,279.42999999999995,463,15,1
1932,279.95,525,15,1
1933,279.42999999999995,613,15,1
1934,379.84,599,15,1
1935,279.42999999999995,720,15,1
1936,279.42999999999995,669,15,1
1937,279.42999999999995,622,15,1
1938,379.40999999999997,517,15,1
1939,279.42999999999995,710,15,1
1940,279.95,599,15,1
1941,199.65,767,15,1
1942,-10.15,292,2,0
1943,279.42999999999995,763,15,1
1944,199.43,615,15,1
1945,279.42999999999995,831,15,1
1946,279.88,846,15,1
1947,199.95,671,15,1
1948,-10.15,370,2,0
1949,-10.65,245,2,0
1950,279.78999999999996,623,15,1
1951,279.42999999999995,671,15,1
1952,-10.47,246,2,0
1953,279.56,905,15,1
1954,279.91999999999996,642,15,1
1955,279.95,588,15,1
1956,-10.15,646,5,0
1957,199.95,603,15,1
1958,279.95,710,15,1
1959,199.76,599,15,1
1960,279.95,651,15,1
1961,279.95,527,15,1
1962,279.95,533,15,1
1963,279.95,553,15,1
1964,279.95,606,15,1
1965,279.95,693,15,1
1966,379.59999999999997,692,15,1
1967,279.82,880,15,1
1968,279.95,875,15,1
1969,379.52,589,15,1
1970,279.42999999999995,770,15,1
1971,-10.15,270,2,0
1972,69.85000000000001,331,2,0
1973,-10.23,304,2,0
1974,-10.62,270,2,0
1975,379.42,569,15,1
1976,199.43,783,15,1
1977,279.95,565,15,1
1978,279.54999999999995,495,15,1
1979,-10.59,406,2,0
1980,279.54999999999995,506,15,1
1981,-10.15,228,2,0
1982,279.42999999999995,457,15,1
1983,199.43,825,15,1
1984,199.43,497,15,1
1985,279.42999999999995,698,15,1
1986,579.37,566,15,1
1987,379.40999999999997,797,15,1
1988,279.42999999999995,595,15,1
1989,279.42999999999995,554,15,1
1990,279.95,690,15,1
1991,279.95,710,15,1
1992,279.95,674,15,1
1993,279.9,585,15,1
1994,199.95,750,15,1
1995,199.92000000000002,836,15,1
1996,279.42999999999995,569,15,1
1997,199.95,697,15,1
1998,-10.15,313,4,0
1999,279.42999999999995,694,15,1
2000,69.71000000000001,704,12,0
2001,479.95,764,15,1
2002,479.95,463,15,1
2003,279.42999999999995,845,15,1
2004,279.95,739,15,1
2005,279.78999999999996,646,15,1
2006,199.43,759,15,1
2007,279.95,544,15,1
2008,279.95,642,15,1
2009,279.42999999999995,790,15,1
2010,-10.15,508,9,0
2011,279.95,550,15,1
2012,199.95,427,15,1
2013,199.43,618,15,1
2014,199.95,527,15,1
2015,379.78,600,15,1
2016,-10.15,304,2,0
2017,279.95,493,15,1
2018,279.95,632,15,1
2019,279.95,621,15,1
2020,279.79999999999995,589,15,1
2021,279.89,705,15,1
2022,69.85000000000001,330,2,0
2023,279.83,682,15,1
2024,-10.53,341,2,0
2025,-10.65,384,2,0
2026,-10.47,719,9,0
2027,379.45,542,15,1
2028,199.43,605,15,1
2029,379.9,602,15,1
2030,279.46,805,15,1
2031,279.95,798,15,1
2032,279.46,920,15,1
