episode,reward,steps,final_level,win
6167,-10.15,1053,4,0
6168,-10.306000000000001,1625,11,0
6169,-10.15,1918,13,0
6170,-10.15,2201,8,0
6171,-10.45,2583,5,0
6172,39.586,1127,3,0
6173,-10.45,458,2,0
6174,-10.15,708,2,0
6175,179.638,1979,15,1
6176,-10.45,2314,6,0
6177,-10.396,2303,7,0
6178,229.74599999999998,1991,15,1
6179,229.95,2097,15,1
6180,-10.15,1597,10,0
6181,-10.15,1454,7,0
6182,-10.18,1891,7,0
6183,-10.45,2229,8,0
6184,229.63799999999998,2654,15,1
6185,-10.45,3251,11,0
6186,229.65599999999998,3493,15,1
6187,229.95,1867,15,1
6188,-10.288,3172,12,0
6189,-10.45,888,2,0
6190,-10.432,2557,6,0
6191,-10.15,546,2,0
6192,-10.414,2645,6,0
6193,-10.252,1389,5,0
6194,-10.234,1061,2,0
6195,-10.45,808,7,0
6196,-10.45,1293,6,0
6197,-10.414,514,6,0
6198,229.63799999999998,2526,15,1
6199,-10.36,1892,9,0
6200,229.63799999999998,2599,15,1
6201,-10.15,1183,4,0
6202,-10.15,422,2,0
6203,-10.15,1259,3,0
6204,-10.45,2051,10,0
6205,-10.15,703,2,0
6206,-10.198,689,4,0
6207,-10.252,795,2,0
6208,-10.45,916,5,0
6209,-10.15,1492,2,0
6210,-10.342,882,3,0
6211,-10.15,1841,8,0
6212,-10.27,1966,7,0
6213,39.550000000000004,2375,9,0
6214,-10.15,516,2,0
6215,229.95,1871,15,1
6216,-10.15,854,2,0
6217,229.95,1352,15,1
6218,-10.15,548,3,0
6219,229.63799999999998,1852,15,1
6220,-10.378,1541,10,0
6221,-10.378,1492,2,0
6222,229.65599999999998,4219,15,1
6223,-10.45,1566,10,0
6224,-10.15,2222,4,0
6225,-10.3,1049,2,0
6226,-10.162,845,2,0
6227,-10.15,294,2,0
6228,-10.378,1799,4,0
6229,-10.342,395,2,0
6230,229.932,2459,15,1
6231,-10.15,727,3,0
6232,39.658,441,2,0
6233,-10.45,2224,6,0
6234,229.75199999999998,2684,15,1
6235,-10.414,509,2,0
6236,-10.45,2724,8,0
6237,-10.45,697,2,0
6238,179.638,1771,15,1
6239,39.676,1416,4,0
6240,39.85,632,2,0
6241,-10.18,1236,5,0
6242,-10.252,1560,6,0
6243,39.85,827,2,0
6244,229.95,1568,15,1
6245,-10.294,446,2,0
6246,-10.198,909,3,0
6247,-10.45,2254,4,0
6248,-10.414,1265,4,0
6249,229.74599999999998,1867,15,1
6250,-10.45,3125,11,0
6251,-10.396,1163,4,0
6252,-10.15,2007,5,0
6253,-10.15,445,2,0
6254,-10.15,949,7,0
6255,-10.396,2485,8,0
6256,-10.288,1453,7,0
6257,-10.342,2182,10,0
6258,-10.18,808,2,0
6259,-10.324,1524,6,0
6260,-10.15,1232,7,0
6261,-10.282,362,2,0
6262,-10.312,1356,5,0
6263,-10.15,1555,5,0
6264,-10.45,442,2,0
6265,-10.15,1647,7,0
6266,229.76399999999998,1697,15,1
6267,-10.45,633,2,0
6268,-10.18,615,2,0
6269,-10.45,1523,2,0
6270,-10.15,219,2,0
6271,-10.15,223,2,0
6272,-10.324,1188,4,0
6273,-10.15,2591,7,0
6274,229.944,2442,15,1
6275,229.63799999999998,1738,15,1
6276,-10.27,472,2,0
6277,-10.45,1314,6,0
6278,-10.342,1255,3,0
6279,-10.15,707,4,0
6280,-10.396,1143,2,0
6281,-10.15,965,3,0
6282,39.85,462,3,0
6283,-10.324,2047,4,0
6284,-10.288,3334,8,0
6285,-10.45,1150,2,0
6286,-10.36,1012,2,0
6287,-10.45,830,2,0
6288,-10.45,774,2,0
6289,-10.45,1666,8,0
6290,-10.45,501,2,0
6291,-10.234,588,2,0
6292,-10.432,1023,3,0
6293,-10.15,842,4,0
6294,-10.234,2775,4,0
6295,-10.45,2780,9,0
6296,-10.15,356,2,0
6297,-10.378,974,2,0
6298,-10.36,1243,4,0
6299,-10.45,1669,7,0
6300,-10.36,1261,4,0
6301,-10.396,1200,8,0
6302,-10.45,1220,3,0
6303,-10.342,834,6,0
6304,-10.15,1459,3,0
6305,-10.36,1781,7,0
6306,-10.27,1256,3,0
6307,-10.15,1362,2,0
6308,-10.15,515,2,0
6309,229.79999999999998,1289,15,1
6310,-10.27,905,3,0
6311,-10.15,647,2,0
6312,-10.15,1225,4,0
6313,-10.45,1176,3,0
6314,-10.432,1768,12,0
6315,-10.45,724,4,0
6316,-10.45,661,2,0
6317,-10.36,940,2,0
6318,-10.45,689,2,0
6319,229.95,1341,15,1
6320,-10.45,869,2,0
6321,-10.15,1413,6,0
6322,-10.15,865,6,0
6323,-10.45,3493,12,0
6324,-10.198,979,3,0
6325,39.550000000000004,1241,2,0
6326,179.656,2665,15,1
6327,-10.15,1428,5,0
6328,-10.378,1582,9,0
6329,-10.15,587,2,0
6330,-10.36,1112,5,0
6331,229.87199999999999,2578,15,1
6332,-10.198,1137,8,0
6333,229.95,1741,15,1
6334,-10.15,1078,9,0
6335,-10.36,1257,3,0
6336,-10.15,400,2,0
6337,-10.234,2384,9,0
6338,-10.36,768,2,0
6339,-10.18,703,2,0
6340,-10.15,1244,2,0
6341,-10.15,968,2,0
6342,-10.15,841,6,0
6343,-10.306000000000001,1146,4,0
6344,-10.45,1299,10,0
6345,-10.414,434,2,0
6346,309.644,2178,15,1
6347,-10.324,2162,7,0
6348,229.75199999999998,3719,15,1
6349,-10.45,1711,3,0
6350,309.626,2653,15,1
6351,-10.15,1136,5,0
6352,-10.234,805,2,0
6353,-10.306000000000001,792,2,0
6354,-10.45,862,2,0
6355,229.83599999999998,1869,15,1
6356,-10.45,1730,2,0
6357,-10.15,1427,5,0
6358,229.81199999999998,1729,15,1
6359,179.728,1828,15,1
6360,-10.396,1021,2,0
6361,229.95,1533,15,1
6362,-10.15,568,2,0
6363,229.95,1600,15,1
6364,-10.234,843,3,0
6365,-10.324,1300,4,0
6366,-10.15,1733,7,0
6367,-10.45,1225,2,0
6368,-10.36,631,2,0
6369,-10.15,1078,3,0
6370,-10.15,2989,9,0
6371,-10.396,1255,3,0
6372,-10.288,551,2,0
6373,-10.15,864,4,0
6374,-10.432,909,2,0
6375,-10.15,725,2,0
6376,-10.324,1163,2,0
6377,-10.15,1230,5,0
6378,-10.252,720,2,0
6379,39.85,544,2,0
6380,229.85999999999999,1977,15,1
6381,-10.45,1681,8,0
6382,-10.15,1395,9,0
6383,39.550000000000004,1291,7,0
6384,-10.366,1868,8,0
6385,-10.234,717,2,0
6386,-10.378,708,2,0
6387,-10.234,1580,5,0
6388,-10.432,1264,4,0
6389,-10.15,959,6,0
6390,229.77599999999998,1321,15,1
6391,-10.384,2037,5,0
6392,-10.15,639,2,0
6393,-10.15,448,2,0
6394,-10.15,1616,5,0
6395,-10.15,943,2,0
6396,-10.15,1732,5,0
6397,39.550000000000004,1259,8,0
6398,-10.45,1780,4,0
6399,39.568000000000005,2895,7,0
6400,229.85999999999999,1902,15,1
6401,-10.306000000000001,2167,7,0
6402,-10.306000000000001,1467,4,0
6403,-10.45,3614,9,0
6404,-10.432,2270,9,0
6405,-10.45,1426,7,0
6406,-10.342,1377,9,0
6407,-10.252,1315,3,0
6408,179.638,4370,15,1
6409,229.63799999999998,2405,15,1
6410,229.63799999999998,3058,15,1
6411,-10.378,955,3,0
6412,-10.15,538,2,0
6413,-10.252,1263,7,0
6414,-10.396,1459,4,0
6415,229.63799999999998,3295,15,1
6416,-10.15,1062,4,0
6417,-10.414,2035,3,0
6418,-10.198,2098,7,0
6419,-10.324,508,2,0
6420,-10.45,1727,11,0
6421,-10.15,1384,4,0
6422,-10.15,1689,5,0
6423,-10.342,1188,4,0
6424,-10.15,496,3,0
6425,179.638,1597,15,1
6426,-10.45,1836,11,0
6427,-10.432,1952,10,0
6428,-10.45,601,2,0
6429,-10.306000000000001,439,2,0
6430,-10.45,910,2,0
6431,-10.288,760,2,0
6432,-10.45,1909,5,0
6433,-10.318,1487,5,0
6434,-10.15,740,3,0
6435,-10.15,905,2,0
6436,-10.45,948,4,0
6437,-10.15,500,2,0
6438,179.674,1638,15,1
6439,-10.45,1153,6,0
6440,-10.264,828,5,0
6441,39.85,1533,6,0
6442,-10.45,1381,2,0
6443,-10.45,830,2,0
6444,-10.306000000000001,514,2,0
6445,-10.45,1251,4,0
6446,-10.45,496,2,0
6447,-10.15,566,2,0
6448,-10.306000000000001,745,2,0
6449,-10.288,786,2,0
6450,229.63799999999998,2195,15,1
6451,-10.15,311,2,0
6452,-10.306000000000001,763,2,0
6453,-10.45,492,2,0
6454,-10.45,1582,3,0
6455,-10.36,889,3,0
6456,-10.45,496,2,0
6457,-10.15,930,3,0
6458,-10.45,1146,4,0
6459,-10.216,835,4,0
6460,-10.45,762,2,0
6461,-10.15,749,5,0
6462,229.63799999999998,2885,15,1
6463,-10.432,1477,5,0
6464,-10.45,777,3,0
6465,-10.15,1383,2,0
6466,-10.45,1466,3,0
6467,-10.45,725,2,0
6468,-10.162,989,4,0
6469,-10.45,1285,5,0
6470,-10.45,1000,2,0
6471,-10.45,1889,4,0
6472,-10.45,2004,6,0
6473,-10.264,1198,4,0
6474,-10.45,2502,6,0
6475,-10.45,867,5,0
6476,-10.45,1196,2,0
6477,-10.45,2539,12,0
6478,-10.45,2256,12,0
6479,-10.36,888,2,0
6480,39.622,1020,3,0
6481,229.63799999999998,2984,15,1
6482,-10.45,669,2,0
6483,-10.15,903,3,0
6484,179.638,4495,15,1
6485,-10.432,756,6,0
6486,-10.45,2664,11,0
6487,-10.45,1421,9,0
6488,-10.15,1324,3,0
6489,389.614,2258,15,1
6490,-10.45,2476,5,0
6491,-10.45,2305,8,0
6492,229.63799999999998,1747,15,1
6493,229.63799999999998,1959,15,1
6494,-10.45,810,4,0
6495,-10.15,499,2,0
6496,229.63799999999998,2688,15,1
6497,-10.45,2906,8,0
6498,-10.45,1020,3,0
6499,-10.252,389,2,0
6500,229.69199999999998,2480,15,1
6501,229.63799999999998,1810,15,1
6502,-10.15,1253,6,0
6503,-10.45,2850,13,0
6504,-10.45,1891,7,0
6505,-10.45,858,2,0
6506,-10.252,1622,4,0
6507,-10.378,1216,2,0
6508,-10.45,439,2,0
6509,-10.234,1261,3,0
6510,-10.15,1063,3,0
6511,-10.45,910,5,0
6512,-10.432,896,3,0
6513,-10.45,532,4,0
6514,39.694,2056,3,0
6515,-10.414,909,3,0
6516,-10.45,2456,8,0
6517,-10.45,2375,5,0
6518,-10.342,834,2,0
6519,-10.45,838,2,0
6520,-10.45,1067,2,0
6521,-10.45,1549,11,0
6522,-10.45,896,3,0
6523,-10.45,1199,5,0
6524,-10.15,888,2,0
6525,-10.45,929,2,0
6526,-10.396,857,5,0
6527,-10.45,1158,3,0
6528,-10.15,1049,4,0
6529,-10.45,1238,2,0
6530,-10.45,983,3,0
6531,-10.45,990,5,0
6532,-10.45,1555,6,0
6533,-10.45,3188,11,0
6534,-10.45,2320,6,0
6535,229.63799999999998,4476,15,1
6536,-10.45,1172,7,0
6537,-10.45,3455,9,0
6538,-10.45,517,2,0
6539,-10.432,1861,11,0
6540,-10.45,653,4,0
6541,-10.45,3258,10,0
6542,-10.45,1597,12,0
6543,-10.45,1017,2,0
6544,229.63799999999998,2025,15,1
6545,-10.342,853,2,0
6546,-10.45,1480,7,0
6547,39.694,899,2,0
6548,-10.15,453,2,0
6549,-10.324,1421,6,0
6550,-10.15,499,3,0
6551,-10.378,996,2,0
6552,-10.45,1529,3,0
6553,-10.396,2809,7,0
6554,-10.432,1249,2,0
6555,-10.45,1501,6,0
6556,-10.45,1575,4,0
6557,229.63799999999998,5437,15,1
6558,-10.324,1230,4,0
6559,39.550000000000004,944,2,0
6560,-10.45,645,4,0
6561,-10.45,1928,10,0
6562,-10.45,1097,3,0
6563,-10.378,1177,4,0
6564,-10.45,1449,7,0
6565,39.82,1162,6,0
6566,-10.27,1249,6,0
6567,-10.342,849,2,0
6568,-10.27,542,2,0
6569,229.63799999999998,3665,15,1
6570,-10.45,1077,4,0
6571,-10.45,1990,8,0
6572,-10.45,195,2,0
6573,-10.45,2669,3,0
6574,-10.15,441,2,0
6575,229.63799999999998,3495,15,1
6576,-10.15,932,4,0
6577,-10.45,1208,4,0
6578,229.80599999999998,2139,15,1
6579,-10.15,1365,4,0
6580,-10.15,281,2,0
6581,-10.45,915,4,0
6582,-10.432,2317,10,0
6583,39.550000000000004,1329,2,0
6584,-10.45,2413,11,0
6585,-10.45,2026,7,0
6586,-10.234,1285,3,0
6587,-10.288,1416,2,0
6588,-10.15,361,2,0
6589,-10.45,757,2,0
6590,-10.45,966,2,0
6591,-10.27,887,4,0
6592,-10.45,2349,6,0
6593,-10.396,1044,2,0
6594,-10.45,2053,4,0
6595,-10.15,1004,2,0
6596,-10.45,2877,9,0
6597,-10.45,1628,2,0
6598,-10.45,1364,3,0
6599,-10.324,980,3,0
6600,-10.342,1290,3,0
6601,-10.45,1468,2,0
6602,-10.45,2934,7,0
6603,-10.45,1543,7,0
6604,-10.45,997,5,0
6605,-10.432,1910,3,0
6606,229.63799999999998,1896,15,1
6607,-10.414,724,2,0
6608,-10.45,1779,7,0
6609,-10.45,1695,4,0
6610,-10.45,974,3,0
6611,-10.45,616,3,0
6612,-10.45,433,2,0
6613,-10.45,1333,2,0
6614,-10.45,1464,5,0
6615,-10.45,1415,5,0
6616,39.550000000000004,3405,12,0
6617,-10.288,811,2,0
6618,229.95,2534,15,1
6619,-10.18,913,2,0
6620,-10.45,1359,5,0
6621,-10.252,1875,8,0
6622,-10.15,1084,2,0
6623,-10.15,1556,4,0
6624,-10.45,594,3,0
6625,229.63799999999998,2056,15,1
6626,-10.36,2256,6,0
6627,229.63799999999998,4682,15,1
6628,-10.45,1162,2,0
6629,-10.342,1318,4,0
6630,229.74599999999998,2245,15,1
6631,229.72799999999998,2362,15,1
6632,229.69799999999998,1965,15,1
6633,-10.15,1723,3,0
6634,-10.306000000000001,1337,8,0
6635,-10.45,831,2,0
6636,-10.15,1459,2,0
6637,229.63799999999998,1872,15,1
6638,179.638,1807,15,1
6639,-10.45,1871,3,0
6640,-10.15,1600,8,0
6641,-10.15,397,2,0
6642,-10.432,2081,13,0
6643,-10.15,1298,5,0
6644,-10.306000000000001,855,4,0
6645,-10.252,2540,7,0
6646,-10.45,2086,7,0
6647,-10.45,1096,6,0
6648,-10.432,1143,2,0
6649,-10.396,606,2,0
6650,-10.15,924,3,0
6651,-10.162,2096,7,0
6652,-10.324,1613,3,0
6653,-10.45,1341,4,0
6654,-10.45,1361,3,0
6655,-10.252,652,2,0
6656,-10.45,658,3,0
6657,39.658,1874,11,0
6658,-10.45,1204,2,0
6659,-10.45,1610,8,0
6660,-10.45,1462,8,0
6661,-10.45,1875,7,0
6662,-10.45,432,2,0
6663,-10.45,1142,4,0
6664,-10.45,956,3,0
6665,-10.432,1660,5,0
6666,-10.45,1749,3,0
6667,-10.45,853,3,0
6668,-10.45,918,3,0
6669,-10.45,1308,2,0
6670,-10.45,3368,7,0
6671,229.75199999999998,1922,15,1
6672,-10.45,922,4,0
6673,229.63799999999998,2414,15,1
6674,-10.45,2058,7,0
6675,-10.36,1101,4,0
6676,-10.15,536,3,0
6677,-10.432,2118,7,0
6678,-10.252,2714,11,0
6679,-10.45,1120,3,0
6680,-10.45,944,2,0
6681,-10.45,1405,5,0
6682,-10.396,875,2,0
6683,-10.45,2399,12,0
6684,-10.378,1062,3,0
6685,-10.45,493,2,0
6686,-10.342,915,2,0
6687,179.638,2742,15,1
6688,-10.45,983,2,0
6689,-10.45,1489,4,0
6690,309.626,2849,15,1
6691,-10.45,1330,2,0
6692,-10.15,1208,5,0
6693,229.63799999999998,3094,15,1
6694,-10.45,784,2,0
6695,229.89,1814,15,1
6696,-10.45,1538,2,0
6697,-10.15,887,2,0
6698,-10.342,1426,7,0
6699,-10.45,1075,4,0
6700,-10.306000000000001,1715,8,0
6701,-10.45,1285,2,0
6702,-10.15,1260,3,0
6703,-10.45,1022,4,0
6704,-10.15,3201,12,0
6705,229.63799999999998,2161,15,1
6706,-10.45,2138,6,0
6707,-10.15,1737,6,0
6708,229.63799999999998,2121,15,1
6709,-10.15,462,2,0
6710,-10.45,894,4,0
6711,-10.45,2566,13,0
6712,-10.306000000000001,972,2,0
6713,-10.216,1367,5,0
6714,-10.15,1774,4,0
6715,-10.342,1039,2,0
6716,-10.216,768,5,0
6717,-10.45,860,4,0
6718,-10.45,1123,7,0
6719,-10.414,1970,4,0
6720,-10.288,822,2,0
6721,229.63799999999998,2506,15,1
6722,-10.45,1681,4,0
6723,-10.45,911,2,0
6724,-10.15,1798,7,0
6725,-10.45,1837,6,0
6726,-10.45,791,2,0
6727,-10.414,2408,9,0
6728,-10.45,1540,4,0
6729,-10.45,1088,9,0
6730,-10.306000000000001,1019,2,0
6731,-10.15,1844,3,0
6732,-10.306000000000001,1283,9,0
6733,-10.45,1397,2,0
6734,-10.15,641,2,0
6735,-10.15,527,2,0
6736,-10.45,916,2,0
6737,-10.15,1335,4,0
6738,229.65599999999998,4240,15,1
6739,-10.45,1092,5,0
6740,-10.288,1006,2,0
6741,-10.45,1083,4,0
6742,229.63799999999998,2983,15,1
6743,-10.324,819,2,0
6744,229.63799999999998,2487,15,1
6745,-10.45,1369,6,0
6746,179.638,3025,15,1
6747,229.63799999999998,4820,15,1
6748,39.64,1292,2,0
6749,-10.45,1565,5,0
6750,-10.252,2226,10,0
6751,-10.198,2236,5,0
6752,39.622,631,2,0
6753,-10.45,1592,3,0
6754,179.638,1377,15,1
6755,-10.324,486,2,0
6756,-10.432,1107,4,0
6757,-10.45,980,2,0
6758,-10.45,1970,6,0
6759,-10.15,932,3,0
6760,-10.45,227,2,0
6761,-10.45,1402,5,0
6762,-10.432,952,5,0
6763,-10.396,2449,11,0
6764,-10.45,571,2,0
6765,-10.15,852,3,0
6766,-10.45,3422,9,0
6767,-10.45,1065,3,0
6768,-10.45,1024,5,0
6769,-10.27,1347,8,0
6770,-10.15,1275,2,0
6771,-10.45,3155,6,0
6772,-10.45,474,2,0
6773,-10.45,3216,10,0
6774,-10.45,1505,4,0
6775,-10.396,1768,4,0
6776,-10.45,961,2,0
6777,179.638,2356,15,1
6778,229.63799999999998,2660,15,1
6779,-10.45,947,4,0
6780,-10.432,1462,2,0
6781,229.926,2556,15,1
6782,-10.342,983,2,0
6783,-10.414,445,2,0
6784,-10.45,1370,4,0
6785,-10.45,1322,11,0
6786,-10.15,493,2,0
6787,-10.15,1998,2,0
6788,-10.45,416,2,0
6789,-10.15,586,2,0
6790,-10.45,557,3,0
6791,-10.45,2015,9,0
6792,-10.45,1006,5,0
6793,229.72799999999998,2593,15,1
6794,-10.45,853,5,0
6795,-10.252,761,2,0
6796,-10.15,1050,2,0
6797,-10.324,576,2,0
6798,-10.45,1876,9,0
6799,-10.252,1857,5,0
6800,-10.162,2453,4,0
6801,-10.342,878,2,0
6802,-10.45,1659,5,0
6803,-10.36,1300,4,0
6804,-10.432,2793,12,0
6805,-10.45,1678,2,0
6806,-10.15,1953,2,0
6807,-10.45,1665,8,0
6808,-10.45,1225,5,0
6809,229.74599999999998,1677,15,1
6810,-10.45,940,2,0
6811,229.63799999999998,2440,15,1
6812,-10.306000000000001,771,2,0
6813,-10.432,431,2,0
6814,-10.45,934,2,0
6815,229.64399999999998,3175,15,1
6816,-10.45,902,2,0
6817,-10.15,544,4,0
6818,-10.45,1168,4,0
6819,-10.45,1635,6,0
6820,229.95,1945,15,1
6821,-10.45,1428,7,0
6822,-10.45,539,2,0
6823,-10.15,434,2,0
6824,-10.414,875,2,0
6825,-10.45,941,3,0
6826,-10.396,1429,5,0
6827,-10.15,583,2,0
6828,-10.15,1153,8,0
6829,229.79999999999998,2479,15,1
6830,229.63799999999998,2087,15,1
6831,-10.45,1902,6,0
6832,-10.45,535,2,0
6833,-10.45,821,2,0
6834,-10.45,1130,2,0
6835,-10.378,1113,5,0
6836,229.63799999999998,1525,15,1
6837,39.85,1797,8,0
6838,229.95,2558,15,1
6839,-10.15,656,2,0
6840,-10.15,1507,4,0
6841,-10.252,2226,6,0
6842,-10.216,2141,10,0
6843,-10.45,2014,4,0
6844,179.734,2005,15,1
6845,-10.45,788,3,0
6846,-10.198,564,2,0
6847,-10.45,1955,7,0
6848,-10.342,830,2,0
6849,-10.15,450,2,0
6850,39.550000000000004,2238,13,0
6851,-10.45,558,2,0
6852,-10.45,1204,4,0
6853,-10.324,2283,11,0
6854,-10.198,1307,4,0
6855,-10.45,611,2,0
6856,-10.45,1120,2,0
6857,-10.414,809,2,0
6858,-10.306000000000001,1803,3,0
6859,-10.45,1071,3,0
6860,-10.45,1925,9,0
6861,-10.45,725,2,0
6862,-10.234,852,2,0
6863,-10.162,2948,7,0
6864,-10.45,882,2,0
6865,229.74599999999998,2974,15,1
6866,-10.45,971,8,0
6867,-10.45,564,4,0
6868,-10.45,1812,5,0
6869,-10.306000000000001,1379,5,0
6870,39.550000000000004,2205,10,0
6871,-10.45,3552,12,0
6872,-10.21,980,4,0
6873,229.63799999999998,1954,15,1
6874,-10.45,1968,8,0
6875,229.70999999999998,1911,15,1
6876,-10.45,2088,6,0
6877,-10.45,421,3,0
6878,-10.198,1810,6,0
6879,229.908,1537,15,1
6880,-10.15,1713,7,0
6881,229.67399999999998,1550,15,1
6882,-10.15,881,4,0
6883,-10.15,350,3,0
6884,229.63799999999998,2499,15,1
6885,-10.45,1006,3,0
6886,-10.45,1273,6,0
6887,-10.342,456,2,0
6888,309.626,1748,15,1
6889,-10.15,1370,6,0
6890,-10.15,1221,2,0
6891,-10.342,778,4,0
6892,-10.27,990,4,0
6893,309.626,3429,15,1
6894,-10.45,815,2,0
6895,-10.45,1926,4,0
6896,-10.414,1484,2,0
6897,-10.15,732,2,0
6898,-10.378,1303,2,0
6899,-10.45,1936,5,0
6900,-10.306000000000001,1151,6,0
6901,-10.342,947,3,0
6902,-10.45,2075,7,0
6903,39.550000000000004,947,6,0
6904,-10.15,1643,9,0
6905,-10.15,1192,4,0
6906,-10.15,1079,6,0
6907,179.95,2242,15,1
6908,-10.45,1478,6,0
6909,-10.432,1184,5,0
6910,-10.45,513,2,0
6911,-10.45,2204,5,0
6912,-10.45,1703,11,0
6913,-10.45,595,2,0
6914,-10.45,778,6,0
6915,-10.396,1196,7,0
6916,-10.15,1665,3,0
6917,-10.15,1431,7,0
6918,-10.45,1404,6,0
6919,-10.45,2450,8,0
6920,-10.162,462,2,0
6921,-10.45,2068,4,0
6922,-10.45,436,2,0
6923,-10.324,1422,5,0
6924,-10.252,1049,2,0
6925,-10.45,923,4,0
6926,179.95,1678,15,1
6927,-10.396,1454,2,0
6928,39.85,1777,11,0
6929,229.63799999999998,2545,15,1
6930,-10.45,609,2,0
6931,-10.45,834,2,0
6932,-10.402,479,3,0
