episode,reward,steps,final_level,win
6933,-10.378,1000,2,0
6934,-10.27,1144,4,0
6935,-10.234,486,2,0
6936,-10.45,1151,4,0
6937,-10.45,871,3,0
6938,-10.15,399,2,0
6939,-10.45,1720,5,0
6940,-10.432,1005,2,0
6941,-10.45,1778,8,0
6942,229.926,2911,15,1
6943,-10.45,457,2,0
6944,-10.45,1079,2,0
6945,-10.45,768,2,0
6946,-10.45,2417,4,0
6947,-10.432,1072,4,0
6948,-10.15,1000,2,0
6949,-10.45,1435,2,0
6950,-10.378,2003,8,0
6951,-10.15,623,3,0
6952,-10.45,514,2,0
6953,-10.252,1307,2,0
6954,-10.45,1153,2,0
6955,-10.18,1983,5,0
6956,-10.15,432,2,0
6957,-10.15,603,3,0
6958,-10.15,1267,2,0
6959,-10.306000000000001,878,3,0
6960,-10.432,901,5,0
6961,229.95,2569,15,1
6962,-10.45,964,3,0
6963,-10.306000000000001,1361,5,0
6964,-10.414,306,2,0
6965,-10.18,518,2,0
6966,-10.15,326,2,0
6967,-10.45,3458,11,0
6968,-10.45,1915,7,0
6969,229.80599999999998,1769,15,1
6970,-10.45,1076,3,0
6971,-10.432,739,2,0
6972,-10.162,2286,6,0
6973,-10.15,2210,6,0
6974,-10.234,533,2,0
6975,-10.282,857,2,0
6976,-10.45,1173,2,0
6977,-10.378,768,3,0
6978,-10.432,559,2,0
6979,-10.27,1408,5,0
6980,-10.45,928,4,0
6981,-10.45,454,2,0
6982,229.67399999999998,2318,15,1
6983,-10.45,422,2,0
6984,229.95,3670,15,1
6985,-10.45,2880,8,0
6986,-10.27,1171,7,0
6987,-10.45,1241,4,0
6988,-10.45,2213,3,0
6989,-10.45,1493,2,0
6990,229.95,1348,15,1
6991,-10.45,1599,2,0
6992,229.63799999999998,3575,15,1
6993,-10.15,512,2,0
6994,39.550000000000004,3084,11,0
6995,-10.15,1431,3,0
6996,-10.45,1631,8,0
6997,-10.252,1497,3,0
6998,-10.15,1229,3,0
6999,-10.45,835,2,0
7000,-10.45,2246,6,0
7001,-10.36,1318,2,0
7002,-10.15,1985,4,0
7003,-10.216,945,3,0
7004,-10.15,800,5,0
7005,-10.45,446,2,0
7006,-10.45,3504,13,0
7007,-10.45,652,2,0
7008,-10.36,1192,5,0
7009,229.95,3100,15,1
7010,-10.15,770,4,0
7011,-10.15,615,2,0
7012,-10.306000000000001,921,2,0
7013,-10.15,2723,10,0
7014,-10.27,1156,3,0
7015,-10.45,1001,3,0
7016,229.63799999999998,1781,15,1
7017,-10.45,1785,6,0
7018,-10.15,250,2,0
7019,-10.18,1435,4,0
7020,-10.15,792,2,0
7021,39.85,641,2,0
7022,-10.45,2239,13,0
7023,-10.432,262,2,0
7024,-10.45,726,2,0
7025,-10.432,1097,7,0
7026,-10.15,1223,4,0
7027,-10.15,523,2,0
7028,-10.45,1272,7,0
7029,-10.15,2480,10,0
7030,39.550000000000004,726,3,0
7031,-10.15,316,2,0
7032,-10.15,2119,8,0
7033,229.63799999999998,2038,15,1
7034,-10.45,2782,6,0
7035,229.87199999999999,3200,15,1
7036,-10.45,1342,4,0
7037,-10.342,662,5,0
7038,-10.45,2283,5,0
7039,-10.432,812,2,0
7040,-10.45,953,2,0
7041,-10.306000000000001,1649,5,0
7042,-10.324,481,3,0
7043,-10.45,1868,4,0
7044,39.85,560,2,0
7045,-10.45,1215,5,0
7046,-10.15,1059,3,0
7047,-10.15,1257,4,0
7048,-10.15,2221,10,0
7049,-10.324,1998,9,0
7050,-10.45,748,3,0
7051,-10.45,817,4,0
7052,229.73399999999998,1682,15,1
7053,-10.45,1926,10,0
7054,-10.45,488,2,0
7055,-10.414,2316,4,0
7056,-10.45,819,3,0
7057,-10.366,457,3,0
7058,-10.15,1966,3,0
7059,-10.15,1153,6,0
7060,-10.216,391,2,0
7061,-10.45,1105,4,0
7062,-10.15,302,2,0
7063,-10.45,1591,7,0
7064,-10.45,1637,6,0
7065,-10.15,1542,9,0
7066,229.95,2026,15,1
7067,-10.15,401,2,0
7068,229.63799999999998,2838,15,1
7069,-10.45,2323,12,0
7070,229.63799999999998,3863,15,1
7071,-10.45,1141,4,0
7072,-10.15,517,2,0
7073,-10.432,1120,6,0
7074,229.63799999999998,1612,15,1
7075,-10.15,1267,2,0
7076,-10.45,789,2,0
7077,-10.45,530,2,0
7078,229.95,2791,15,1
7079,-10.306000000000001,1906,4,0
7080,-10.45,1588,4,0
7081,-10.15,1910,7,0
7082,-10.15,1354,3,0
7083,-10.24,910,2,0
7084,-10.45,1409,5,0
7085,229.79999999999998,1777,15,1
7086,229.95,2279,15,1
7087,-10.45,1440,5,0
7088,-10.378,356,2,0
7089,229.63799999999998,2074,15,1
7090,-10.36,682,2,0
7091,-10.45,2137,12,0
7092,-10.15,1564,6,0
7093,-10.15,646,2,0
7094,-10.36,1889,7,0
7095,-10.306000000000001,1450,6,0
7096,229.83599999999998,2359,15,1
7097,-10.45,739,2,0
7098,-10.15,2223,10,0
7099,229.95,1853,15,1
7100,199.80599999999998,1719,13,0
7101,-10.312,745,2,0
7102,-10.45,426,2,0
7103,-10.186,358,2,0
7104,-10.45,608,3,0
7105,-10.15,2772,6,0
7106,-10.15,2140,7,0
7107,-10.432,1320,5,0
7108,-10.432,911,2,0
7109,-10.36,786,2,0
7110,229.63799999999998,2060,15,1
7111,-10.15,1646,3,0
7112,-10.45,957,2,0
7113,-10.45,1067,3,0
7114,-10.45,4164,11,0
7115,-10.45,454,2,0
7116,-10.15,1349,11,0
7117,-10.288,1008,5,0
7118,-10.396,700,2,0
7119,-10.234,1324,5,0
7120,39.85,318,2,0
7121,-10.36,1454,8,0
7122,-10.45,1879,2,0
7123,-10.198,516,2,0
7124,229.80599999999998,1850,15,1
7125,-10.432,2992,8,0
7126,-10.45,994,2,0
7127,-10.15,1296,2,0
7128,-10.15,777,2,0
7129,-10.414,840,2,0
7130,-10.15,1043,4,0
7131,-10.45,1286,7,0
7132,-10.15,505,2,0
7133,-10.15,1611,3,0
7134,-10.15,1199,2,0
7135,-10.15,678,2,0
7136,-10.15,764,3,0
7137,229.932,2104,15,1
7138,-10.45,1762,8,0
7139,-10.15,1366,5,0
7140,-10.45,1485,7,0
7141,229.75199999999998,2671,15,1
7142,-10.45,746,2,0
7143,229.63799999999998,3309,15,1
7144,-10.45,1975,5,0
7145,39.550000000000004,348,2,0
7146,-10.15,2285,5,0
7147,-10.45,1865,6,0
7148,-10.45,1029,5,0
7149,229.95,2063,15,1
7150,-10.15,955,4,0
7151,-10.306000000000001,469,2,0
7152,-10.15,618,2,0
7153,-10.45,1299,6,0
7154,-10.15,485,2,0
7155,-10.15,750,2,0
7156,-10.15,1621,5,0
7157,-10.15,345,2,0
7158,-10.45,2041,4,0
7159,-10.15,578,3,0
7160,-10.324,1571,12,0
7161,-10.45,2549,5,0
7162,-10.15,874,2,0
7163,-10.45,1785,3,0
7164,-10.45,781,5,0
7165,-10.45,1602,12,0
7166,-10.45,1731,5,0
7167,-10.18,578,2,0
7168,-10.45,1381,2,0
7169,229.63799999999998,2401,15,1
7170,-10.45,876,2,0
7171,-10.27,1483,10,0
7172,-10.15,403,2,0
7173,-10.15,484,3,0
1,279.95,995,15,1
2,279.42999999999995,852,15,1
3,279.95,848,15,1
4,279.95,712,15,1
5,-10.15,262,2,0
6,279.42999999999995,915,15,1
7,-10.56,659,11,0
8,279.61,674,15,1
9,199.43,856,15,1
10,-10.35,391,2,0
